Gmt time,Open,High,Low,Close,Volume
15.07.2019 17:00:00.000,1.12593,1.12603,1.12543,1.12580,18049.5498
15.07.2019 21:00:00.000,1.12580,1.12635,1.12577,1.12587,16217.7801
16.07.2019 01:00:00.000,1.12587,1.12637,1.12556,1.12603,22985.1904
16.07.2019 05:00:00.000,1.12602,1.12621,1.12361,1.12454,43818.951
16.07.2019 09:00:00.000,1.12454,1.12459,1.12092,1.12196,64836.29
16.07.2019 13:00:00.000,1.12194,1.12244,1.12077,1.12126,66257.959
16.07.2019 17:00:00.000,1.12126,1.12203,1.12021,1.12111,49430.8198
16.07.2019 21:00:00.000,1.12111,1.12131,1.12070,1.12118,15257.4402
17.07.2019 01:00:00.000,1.12119,1.12159,1.12080,1.12158,23237.5
17.07.2019 05:00:00.000,1.12159,1.12176,1.12000,1.12109,43434.980899999995
17.07.2019 09:00:00.000,1.12108,1.12224,1.12098,1.12118,49131.9492
17.07.2019 13:00:00.000,1.12118,1.12338,1.12115,1.12249,60840.960900000005
17.07.2019 17:00:00.000,1.12249,1.12313,1.12194,1.12249,26656.4702
17.07.2019 21:00:00.000,1.12249,1.12390,1.12246,1.12380,16377.460299999999
18.07.2019 01:00:00.000,1.12380,1.12417,1.12329,1.12368,30424.1606
18.07.2019 05:00:00.000,1.12369,1.12441,1.12341,1.12397,51215.5098
18.07.2019 09:00:00.000,1.12397,1.12400,1.12052,1.12169,81795.2783
18.07.2019 13:00:00.000,1.12169,1.12299,1.12132,1.12243,62440.560600000004
18.07.2019 17:00:00.000,1.12244,1.12806,1.12224,1.12776,61222.6202
18.07.2019 21:00:00.000,1.12776,1.12822,1.12405,1.12613,34477.0903
19.07.2019 01:00:00.000,1.12613,1.12684,1.12584,1.12596,33068.9897
19.07.2019 05:00:00.000,1.12597,1.12657,1.12504,1.12513,48141.2007
19.07.2019 09:00:00.000,1.12513,1.12525,1.12174,1.12257,58025.821299999996
19.07.2019 13:00:00.000,1.12256,1.12390,1.12145,1.12288,68796.0391
19.07.2019 17:00:00.000,1.12288,1.12300,1.12037,1.12226,51833.749500000005
19.07.2019 21:00:00.000,1.12226,1.12226,1.12226,1.12226,0
20.07.2019 01:00:00.000,1.12226,1.12226,1.12226,1.12226,0
20.07.2019 05:00:00.000,1.12226,1.12226,1.12226,1.12226,0
20.07.2019 09:00:00.000,1.12226,1.12226,1.12226,1.12226,0
20.07.2019 13:00:00.000,1.12226,1.12226,1.12226,1.12226,0
20.07.2019 17:00:00.000,1.12226,1.12226,1.12226,1.12226,0
20.07.2019 21:00:00.000,1.12226,1.12226,1.12226,1.12226,0
21.07.2019 01:00:00.000,1.12226,1.12226,1.12226,1.12226,0
21.07.2019 05:00:00.000,1.12226,1.12226,1.12226,1.12226,0
21.07.2019 09:00:00.000,1.12226,1.12226,1.12226,1.12226,0
21.07.2019 13:00:00.000,1.12226,1.12226,1.12226,1.12226,0
21.07.2019 17:00:00.000,1.12226,1.12226,1.12226,1.12226,0
21.07.2019 21:00:00.000,1.12176,1.12202,1.12107,1.12119,16284.610099999998
22.07.2019 01:00:00.000,1.12118,1.12211,1.12078,1.12181,29815.2704
22.07.2019 05:00:00.000,1.12181,1.12240,1.12121,1.12175,44994.979999999996
22.07.2019 09:00:00.000,1.12175,1.12246,1.12071,1.12182,52254.0704
22.07.2019 13:00:00.000,1.12179,1.12254,1.12123,1.12186,52975.011699999995
22.07.2019 17:00:00.000,1.12186,1.12201,1.12063,1.12098,29971.21
22.07.2019 21:00:00.000,1.12098,1.12102,1.12035,1.12048,17408.379699999998
23.07.2019 01:00:00.000,1.12049,1.12050,1.11899,1.11924,30671.019999999997
23.07.2019 05:00:00.000,1.11923,1.11960,1.11812,1.11833,50153.3999
23.07.2019 09:00:00.000,1.11833,1.11851,1.11683,1.11691,58503.0604
23.07.2019 13:00:00.000,1.11690,1.11698,1.11478,1.11509,67137.7607
23.07.2019 17:00:00.000,1.11507,1.11577,1.11460,1.11527,39942.2002
23.07.2019 21:00:00.000,1.11527,1.11562,1.11443,1.11486,17383.3501
24.07.2019 01:00:00.000,1.11487,1.11504,1.11428,1.11456,22554.010299999998
24.07.2019 05:00:00.000,1.11456,1.11558,1.11274,1.11387,61466.941399999996
24.07.2019 09:00:00.000,1.11387,1.11554,1.11358,1.11421,60297.5605
24.07.2019 13:00:00.000,1.11419,1.11560,1.11392,1.11453,66004.8106
24.07.2019 17:00:00.000,1.11454,1.11464,1.11332,1.11405,33525.3003
24.07.2019 21:00:00.000,1.11404,1.11449,1.11346,1.11364,20543.75
25.07.2019 01:00:00.000,1.11364,1.11414,1.11338,1.11347,28285.530300000002
25.07.2019 05:00:00.000,1.11348,1.11374,1.11224,1.11294,48650.2905
25.07.2019 09:00:00.000,1.11294,1.11623,1.11016,1.11547,98852.7286
25.07.2019 13:00:00.000,1.11550,1.11880,1.11325,1.11337,117274.0625
25.07.2019 17:00:00.000,1.11338,1.11511,1.11267,1.11485,37911.630699999994
25.07.2019 21:00:00.000,1.11483,1.11498,1.11425,1.11467,15461.2497
26.07.2019 01:00:00.000,1.11467,1.11512,1.11453,1.11477,20420.100399999996
26.07.2019 05:00:00.000,1.11476,1.11487,1.11322,1.11360,49564.1206
26.07.2019 09:00:00.000,1.11359,1.11475,1.11257,1.11335,62241.629799999995
26.07.2019 13:00:00.000,1.11335,1.11420,1.11122,1.11221,86921.14170000001
26.07.2019 17:00:00.000,1.11221,1.11327,1.11192,1.11308,27485.7695
26.07.2019 21:00:00.000,1.11308,1.11308,1.11308,1.11308,0
27.07.2019 01:00:00.000,1.11308,1.11308,1.11308,1.11308,0
27.07.2019 05:00:00.000,1.11308,1.11308,1.11308,1.11308,0
27.07.2019 09:00:00.000,1.11308,1.11308,1.11308,1.11308,0
27.07.2019 13:00:00.000,1.11308,1.11308,1.11308,1.11308,0
27.07.2019 17:00:00.000,1.11308,1.11308,1.11308,1.11308,0
27.07.2019 21:00:00.000,1.11308,1.11308,1.11308,1.11308,0
28.07.2019 01:00:00.000,1.11308,1.11308,1.11308,1.11308,0
28.07.2019 05:00:00.000,1.11308,1.11308,1.11308,1.11308,0
28.07.2019 09:00:00.000,1.11308,1.11308,1.11308,1.11308,0
28.07.2019 13:00:00.000,1.11308,1.11308,1.11308,1.11308,0
28.07.2019 17:00:00.000,1.11308,1.11308,1.11308,1.11308,0
28.07.2019 21:00:00.000,1.11265,1.11377,1.11250,1.11366,12001.089899999999
29.07.2019 01:00:00.000,1.11367,1.11391,1.11260,1.11271,18890.4099
29.07.2019 05:00:00.000,1.11272,1.11289,1.11172,1.11234,38394.4902
29.07.2019 09:00:00.000,1.11234,1.11287,1.11130,1.11233,54846.8388
29.07.2019 13:00:00.000,1.11234,1.11439,1.11180,1.11402,67065.2197
29.07.2019 17:00:00.000,1.11402,1.11512,1.11393,1.11454,30193.800499999998
29.07.2019 21:00:00.000,1.11444,1.11475,1.11405,1.11417,15972.569899999999
30.07.2019 01:00:00.000,1.11418,1.11445,1.11337,1.11374,35211.75
30.07.2019 05:00:00.000,1.11373,1.11496,1.11322,1.11469,57555.439399999996
30.07.2019 09:00:00.000,1.11471,1.11599,1.11398,1.11543,66742.2481
30.07.2019 13:00:00.000,1.11543,1.11552,1.11382,1.11525,92712.122
30.07.2019 17:00:00.000,1.11524,1.11612,1.11495,1.11559,29495.940699999996
30.07.2019 21:00:00.000,1.11559,1.11594,1.11537,1.11538,17230.3101
31.07.2019 01:00:00.000,1.11538,1.11561,1.11480,1.11555,26804.720200000003
31.07.2019 05:00:00.000,1.11556,1.11623,1.11432,1.11448,51889.52
31.07.2019 09:00:00.000,1.11448,1.11530,1.11437,1.11511,49420.4297
31.07.2019 13:00:00.000,1.11512,1.11520,1.11205,1.11283,80340.29980000001
31.07.2019 17:00:00.000,1.11285,1.11398,1.10604,1.10761,118617.2286
31.07.2019 21:00:00.000,1.10760,1.10839,1.10340,1.10417,33831.739799999996
01.08.2019 01:00:00.000,1.10418,1.10535,1.10377,1.10535,38444.380300000004
01.08.2019 05:00:00.000,1.10533,1.10539,1.10322,1.10474,61584.3491
01.08.2019 09:00:00.000,1.10474,1.10506,1.10271,1.10299,89221.34969999999
01.08.2019 13:00:00.000,1.10298,1.10700,1.10273,1.10686,111852.53910000001
01.08.2019 17:00:00.000,1.10684,1.10960,1.10643,1.10855,125287.49999999999
01.08.2019 21:00:00.000,1.10855,1.10969,1.10748,1.10893,35838.498999999996
02.08.2019 01:00:00.000,1.10894,1.10949,1.10701,1.10826,60360.5801
02.08.2019 05:00:00.000,1.10827,1.11153,1.10774,1.10962,91824.75009999999
02.08.2019 09:00:00.000,1.10962,1.11072,1.10785,1.10852,100781.002
02.08.2019 13:00:00.000,1.10852,1.11160,1.10817,1.11146,126333.2188
02.08.2019 17:00:00.000,1.11145,1.11166,1.11041,1.11083,54197.179200000006
02.08.2019 21:00:00.000,1.11083,1.11083,1.11083,1.11083,0
03.08.2019 01:00:00.000,1.11083,1.11083,1.11083,1.11083,0
03.08.2019 05:00:00.000,1.11083,1.11083,1.11083,1.11083,0
03.08.2019 09:00:00.000,1.11083,1.11083,1.11083,1.11083,0
03.08.2019 13:00:00.000,1.11083,1.11083,1.11083,1.11083,0
03.08.2019 17:00:00.000,1.11083,1.11083,1.11083,1.11083,0
03.08.2019 21:00:00.000,1.11083,1.11083,1.11083,1.11083,0
04.08.2019 01:00:00.000,1.11083,1.11083,1.11083,1.11083,0
04.08.2019 05:00:00.000,1.11083,1.11083,1.11083,1.11083,0
04.08.2019 09:00:00.000,1.11083,1.11083,1.11083,1.11083,0
04.08.2019 13:00:00.000,1.11083,1.11083,1.11083,1.11083,0
04.08.2019 17:00:00.000,1.11083,1.11083,1.11083,1.11083,0
04.08.2019 21:00:00.000,1.11084,1.11329,1.11048,1.11259,27110.0006
05.08.2019 01:00:00.000,1.11259,1.11321,1.11122,1.11279,68040.5205
05.08.2019 05:00:00.000,1.11278,1.11477,1.11143,1.11469,93466.40039999998
05.08.2019 09:00:00.000,1.11468,1.11845,1.11419,1.11772,99107
05.08.2019 13:00:00.000,1.11772,1.12134,1.11703,1.12111,117202.67970000001
05.08.2019 17:00:00.000,1.12112,1.12121,1.11938,1.12034,60579.8603
05.08.2019 21:00:00.000,1.12035,1.12498,1.12005,1.12430,40439.869900000005
06.08.2019 01:00:00.000,1.12431,1.12432,1.11905,1.12030,70367.5908
06.08.2019 05:00:00.000,1.12030,1.12189,1.11967,1.11993,94152.33989999999
06.08.2019 09:00:00.000,1.11990,1.12055,1.11777,1.11799,74413.4903
06.08.2019 13:00:00.000,1.11798,1.12060,1.11677,1.11978,120510.99799999999
06.08.2019 17:00:00.000,1.11978,1.12068,1.11910,1.11998,49860.149900000004
06.08.2019 21:00:00.000,1.11990,1.12179,1.11990,1.12093,19245.2399
07.08.2019 01:00:00.000,1.12093,1.12197,1.12057,1.12114,54388.5996
07.08.2019 05:00:00.000,1.12115,1.12123,1.11872,1.11910,63964.1202
07.08.2019 09:00:00.000,1.11909,1.12089,1.11795,1.12072,89970.1318
07.08.2019 13:00:00.000,1.12075,1.12421,1.12037,1.12274,137526.3495
07.08.2019 17:00:00.000,1.12275,1.12313,1.11990,1.12001,79925.05949999999
07.08.2019 21:00:00.000,1.12001,1.12140,1.11984,1.12104,27041.9795
08.08.2019 01:00:00.000,1.12105,1.12127,1.12011,1.12098,39285.1495
08.08.2019 05:00:00.000,1.12100,1.12277,1.12006,1.12149,55884.4214
08.08.2019 09:00:00.000,1.12148,1.12208,1.11814,1.12044,66387.0693
08.08.2019 13:00:00.000,1.12048,1.12327,1.11873,1.12053,101662.49909999999
08.08.2019 17:00:00.000,1.12053,1.12107,1.11773,1.11810,52572.9297
08.08.2019 21:00:00.000,1.11808,1.11948,1.11806,1.11931,16606.5001
09.08.2019 01:00:00.000,1.11931,1.11974,1.11898,1.11950,22284.1102
09.08.2019 05:00:00.000,1.11951,1.11984,1.11835,1.11942,47514.9789
09.08.2019 09:00:00.000,1.11943,1.12081,1.11935,1.12018,59299.850600000005
09.08.2019 13:00:00.000,1.12019,1.12232,1.11884,1.12114,96870.85160000001
09.08.2019 17:00:00.000,1.12113,1.12127,1.12005,1.12032,49332.2402
09.08.2019 21:00:00.000,1.12032,1.12032,1.12032,1.12032,0
10.08.2019 01:00:00.000,1.12032,1.12032,1.12032,1.12032,0
10.08.2019 05:00:00.000,1.12032,1.12032,1.12032,1.12032,0
10.08.2019 09:00:00.000,1.12032,1.12032,1.12032,1.12032,0
10.08.2019 13:00:00.000,1.12032,1.12032,1.12032,1.12032,0
10.08.2019 17:00:00.000,1.12032,1.12032,1.12032,1.12032,0
10.08.2019 21:00:00.000,1.12032,1.12032,1.12032,1.12032,0
11.08.2019 01:00:00.000,1.12032,1.12032,1.12032,1.12032,0
11.08.2019 05:00:00.000,1.12032,1.12032,1.12032,1.12032,0
11.08.2019 09:00:00.000,1.12032,1.12032,1.12032,1.12032,0
11.08.2019 13:00:00.000,1.12032,1.12032,1.12032,1.12032,0
11.08.2019 17:00:00.000,1.12032,1.12032,1.12032,1.12032,0
11.08.2019 21:00:00.000,1.12002,1.12084,1.11990,1.12055,13844.439699999999
12.08.2019 01:00:00.000,1.12054,1.12101,1.12034,1.12094,36943.289600000004
12.08.2019 05:00:00.000,1.12094,1.12115,1.11622,1.11761,78412.3593
12.08.2019 09:00:00.000,1.11760,1.12144,1.11730,1.12096,79728.9199
12.08.2019 13:00:00.000,1.12097,1.12308,1.12081,1.12125,78542.1397
12.08.2019 17:00:00.000,1.12125,1.12237,1.12102,1.12140,37498.0996
12.08.2019 21:00:00.000,1.12140,1.12214,1.12060,1.12063,18903.440199999997
13.08.2019 01:00:00.000,1.12063,1.12101,1.11821,1.11900,46190.4605
13.08.2019 05:00:00.000,1.11901,1.11987,1.11859,1.11922,66001.831
13.08.2019 09:00:00.000,1.11921,1.12287,1.11845,1.12171,79341.2597
13.08.2019 13:00:00.000,1.12171,1.12195,1.11703,1.11799,329443.53909999994
13.08.2019 17:00:00.000,1.11798,1.11864,1.11712,1.11717,41633.509300000005
13.08.2019 21:00:00.000,1.11716,1.11785,1.11707,1.11782,20957.639900000002
14.08.2019 01:00:00.000,1.11780,1.11799,1.11694,1.11722,45126.1993
14.08.2019 05:00:00.000,1.11722,1.11854,1.11650,1.11769,65214.5596
14.08.2019 09:00:00.000,1.11769,1.11910,1.11662,1.11777,89872.4317
14.08.2019 13:00:00.000,1.11775,1.11803,1.11360,1.11446,84800.8809
14.08.2019 17:00:00.000,1.11446,1.11465,1.11308,1.11396,44125.83
14.08.2019 21:00:00.000,1.11398,1.11457,1.11361,1.11423,16116.3597
15.08.2019 01:00:00.000,1.11422,1.11522,1.11394,1.11515,29163.429699999997
15.08.2019 05:00:00.000,1.11515,1.11541,1.11407,1.11486,59009.2407
15.08.2019 09:00:00.000,1.11486,1.11586,1.11352,1.11423,115265.72080000001
15.08.2019 13:00:00.000,1.11424,1.11450,1.10916,1.10997,83626.76079999999
15.08.2019 17:00:00.000,1.10997,1.11192,1.10966,1.11076,34382.0202
15.08.2019 21:00:00.000,1.11078,1.11154,1.11000,1.11041,24479.7894
16.08.2019 01:00:00.000,1.11041,1.11046,1.10959,1.11036,21056.1598
16.08.2019 05:00:00.000,1.11037,1.11066,1.10818,1.10844,51820.859800000006
16.08.2019 09:00:00.000,1.10843,1.10869,1.10665,1.10741,65206.3106
16.08.2019 13:00:00.000,1.10741,1.11071,1.10689,1.10937,70654.6895
16.08.2019 17:00:00.000,1.10937,1.11033,1.10895,1.10911,26796.449999999997
16.08.2019 21:00:00.000,1.10911,1.10911,1.10911,1.10911,0
17.08.2019 01:00:00.000,1.10911,1.10911,1.10911,1.10911,0
17.08.2019 05:00:00.000,1.10911,1.10911,1.10911,1.10911,0
17.08.2019 09:00:00.000,1.10911,1.10911,1.10911,1.10911,0
17.08.2019 13:00:00.000,1.10911,1.10911,1.10911,1.10911,0
17.08.2019 17:00:00.000,1.10911,1.10911,1.10911,1.10911,0
17.08.2019 21:00:00.000,1.10911,1.10911,1.10911,1.10911,0
18.08.2019 01:00:00.000,1.10911,1.10911,1.10911,1.10911,0
18.08.2019 05:00:00.000,1.10911,1.10911,1.10911,1.10911,0
18.08.2019 09:00:00.000,1.10911,1.10911,1.10911,1.10911,0
18.08.2019 13:00:00.000,1.10911,1.10911,1.10911,1.10911,0
18.08.2019 17:00:00.000,1.10911,1.10911,1.10911,1.10911,0
18.08.2019 21:00:00.000,1.10946,1.11017,1.10881,1.10912,13165.9998
19.08.2019 01:00:00.000,1.10912,1.10947,1.10879,1.10919,16316.790099999998
19.08.2019 05:00:00.000,1.10918,1.11105,1.10879,1.11029,49693.0893
19.08.2019 09:00:00.000,1.11029,1.11141,1.10959,1.10997,55680.8398
19.08.2019 13:00:00.000,1.10996,1.11038,1.10930,1.10937,43298.9502
19.08.2019 17:00:00.000,1.10937,1.10970,1.10763,1.10788,25214.3397
19.08.2019 21:00:00.000,1.10792,1.10882,1.10787,1.10850,12367.1502
20.08.2019 01:00:00.000,1.10849,1.10887,1.10841,1.10870,17484.8101
20.08.2019 05:00:00.000,1.10871,1.10876,1.10714,1.10786,47852.360799999995
20.08.2019 09:00:00.000,1.10786,1.10848,1.10746,1.10777,50494.7206
20.08.2019 13:00:00.000,1.10778,1.11002,1.10658,1.10991,58626.01040000001
20.08.2019 17:00:00.000,1.10991,1.11069,1.10963,1.11007,20543.9296
20.08.2019 21:00:00.000,1.11010,1.11045,1.10920,1.10925,13407.97
21.08.2019 01:00:00.000,1.10927,1.11055,1.10915,1.10942,17689.3706
21.08.2019 05:00:00.000,1.10941,1.11060,1.10881,1.10980,34426.1394
21.08.2019 09:00:00.000,1.10981,1.11074,1.10941,1.11035,39671.7392
21.08.2019 13:00:00.000,1.11034,1.11048,1.10924,1.11032,35897.6601
21.08.2019 17:00:00.000,1.11032,1.11052,1.10809,1.10848,27596.6304
21.08.2019 21:00:00.000,1.10848,1.10924,1.10845,1.10861,8273.15
22.08.2019 01:00:00.000,1.10861,1.10906,1.10815,1.10819,12475.52
22.08.2019 05:00:00.000,1.10820,1.11133,1.10758,1.10990,49262.8087
22.08.2019 09:00:00.000,1.10989,1.10995,1.10638,1.10801,61662.630999999994
22.08.2019 13:00:00.000,1.10800,1.10991,1.10681,1.10821,51537.2582
22.08.2019 17:00:00.000,1.10820,1.10898,1.10785,1.10802,16357.3803
22.08.2019 21:00:00.000,1.10799,1.10861,1.10794,1.10795,13050.0399
23.08.2019 01:00:00.000,1.10794,1.10809,1.10610,1.10696,21749.130400000002
23.08.2019 05:00:00.000,1.10696,1.10744,1.10658,1.10678,37187.4897
23.08.2019 09:00:00.000,1.10679,1.10734,1.10519,1.10637,54933.8809
23.08.2019 13:00:00.000,1.10635,1.11479,1.10540,1.11387,87995.331
23.08.2019 17:00:00.000,1.11389,1.11535,1.11338,1.11450,32542.9302
23.08.2019 21:00:00.000,1.11450,1.11450,1.11450,1.11450,0
24.08.2019 01:00:00.000,1.11450,1.11450,1.11450,1.11450,0
24.08.2019 05:00:00.000,1.11450,1.11450,1.11450,1.11450,0
24.08.2019 09:00:00.000,1.11450,1.11450,1.11450,1.11450,0
24.08.2019 13:00:00.000,1.11450,1.11450,1.11450,1.11450,0
24.08.2019 17:00:00.000,1.11450,1.11450,1.11450,1.11450,0
24.08.2019 21:00:00.000,1.11450,1.11450,1.11450,1.11450,0
25.08.2019 01:00:00.000,1.11450,1.11450,1.11450,1.11450,0
25.08.2019 05:00:00.000,1.11450,1.11450,1.11450,1.11450,0
25.08.2019 09:00:00.000,1.11450,1.11450,1.11450,1.11450,0
25.08.2019 13:00:00.000,1.11450,1.11450,1.11450,1.11450,0
25.08.2019 17:00:00.000,1.11450,1.11450,1.11450,1.11450,0
25.08.2019 21:00:00.000,1.11541,1.11646,1.11362,1.11436,26098.5901
26.08.2019 01:00:00.000,1.11436,1.11485,1.11323,1.11436,35085.7295
26.08.2019 05:00:00.000,1.11436,1.11532,1.11109,1.11150,77423.81839999999
26.08.2019 09:00:00.000,1.11150,1.11246,1.11066,1.11119,62924.1094
26.08.2019 13:00:00.000,1.11119,1.11245,1.11073,1.11100,61917.001
26.08.2019 17:00:00.000,1.11099,1.11100,1.10944,1.11042,22945.4502
26.08.2019 21:00:00.000,1.11048,1.11073,1.10987,1.11038,10388.4199
27.08.2019 01:00:00.000,1.11039,1.11075,1.10982,1.10988,20486.819600000003
27.08.2019 05:00:00.000,1.10988,1.11162,1.10981,1.11134,52807.8691
27.08.2019 09:00:00.000,1.11134,1.11155,1.11004,1.11089,53278.5302
